"Check warehouse availability","Kiểm tra tính sẵn có của kho",""
"Loading more items...","Đang tải thêm sản phẩm...",""
"All items loaded","Tất cả sản phẩm đã tải",""
"{0} items found","Tìm thấy {0} sản phẩm",""
"{0} - {1} of {2}","{0} - {1} của {2}",""
"Go to first page","Đi đến trang đầu tiên",""
"Go to previous page","Đi đến trang trước",""
"Go to page {0}","Đi đến trang {0}",""
"Go to next page","Đi đến trang tiếp theo",""
"Go to last page","Đi đến trang cuối cùng",""
"Code","Mã",""
"Rate","Giá",""
"Qty","Số lượng",""
"UOM","Đơn vị",""
"{0}: {1} Bundles","{0}: {1} gói hàng",""
"Auto-Add ON - Type or scan barcode","Tự động thêm BẬT - Gõ hoặc quét mã vạch",""
"Scanner ON - Enable Auto for automatic addition","Máy quét BẬT - Bật Tự động để thêm tự động",""
"Search by item code, name or scan barcode","Tìm kiếm theo mã sản phẩm, tên hoặc quét mã vạch",""
"Item Not Found: No item found with barcode: {0}","Sản phẩm không tìm thấy: Không có sản phẩm với mã vạch: {0}",""
"Multiple Items Found: {0} items match barcode. Please refine search.","Tìm thấy nhiều sản phẩm: {0} sản phẩm khớp mã vạch. Vui lòng tinh chỉnh tìm kiếm.",""
"Multiple Items Found: {0} items match. Please select one.","Tìm thấy nhiều sản phẩm: {0} sản phẩm khớp. Vui lòng chọn một.",""
"Loading invoice details...","Đang tải chi tiết hóa đơn...",""
"Return Against:","Hoàn trả lại:",""
"Grand Total","Tổng cộng",""
"Taxes:","Thuế:",""
"Net Total:","Tổng ròng:",""
"Discount:","Giảm giá:",""
"Grand Total:","Tổng cộng:",""
"Paid Amount:","Số tiền đã thanh toán:",""
"Outstanding:","Còn nợ:",""
"Remarks","Ghi chú",""
"Failed to load invoice details","Không thể tải chi tiết hóa đơn",""
"Warehouse Availability","Tính sẵn có của kho",""
"Close dialog","Đóng hộp thoại",""
"Checking warehouse availability...","Đang kiểm tra tính sẵn có của kho...",""
"Actual Stock:","Hàng thực tế:",""
"This item is out of stock in all warehouses","Sản phẩm này hết hàng ở tất cả kho",""
"Total Available:","Tổng có sẵn:",""
"across 1 warehouse","ở 1 kho",""
"across {0} warehouses","ở {0} kho",""
"Have a coupon code?","Bạn có mã phiếu giảm giá?",""
"Enter your promotional or gift card code below","Nhập mã khuyến mại hoặc mã thẻ quà tặng của bạn ở bên dưới",""
"ENTER-CODE-HERE","NHẬP-MÃ-TẠI-ĐÂY",""
"Code is case-insensitive","Mã không phân biệt chữ hoa/thường",""
"My Gift Cards ({0})","Thẻ quà tặng của tôi ({0})",""
"Coupon Applied Successfully!","Phiếu giảm giá được áp dụng thành công!",""
"Discount Amount","Số tiền giảm giá",""
"Please enter a coupon code","Vui lòng nhập mã phiếu giảm giá",""
"The coupon code you entered is not valid","Mã phiếu giảm giá bạn nhập không hợp lệ",""
"This coupon requires a minimum purchase of ","Phiếu giảm giá này yêu cầu mua hàng tối thiểu ",""
"Failed to apply coupon. Please try again.","Không thể áp dụng phiếu giảm giá. Vui lòng thử lại.",""
"Discount has been removed","Giảm giá đã bị xóa",""
"Search countries...","Tìm kiếm quốc gia...",""
"No countries found","Không tìm thấy quốc gia",""
"Create New Customer","Tạo khách hàng mới",""
"Customer Name","Tên khách hàng",""
"Enter customer name","Nhập tên khách hàng",""
"Mobile Number","Số điện thoại",""
"Search country or code...","Tìm kiếm quốc gia hoặc mã...",""
"Enter phone number","Nhập số điện thoại",""
"Enter email address","Nhập địa chỉ email",""
"Customer Group","Nhóm khách hàng",""
"Select Customer Group","Chọn nhóm khách hàng",""
"Territory","Lãnh thổ",""
"Select Territory","Chọn lãnh thổ",""
"Permission Required","Cần quyền",""
"You don't have permission to create customers. Contact your administrator.","Bạn không có quyền tạo khách hàng. Liên hệ với quản trị viên.",""
"Individual","Cá nhân",""
"All Territories","Tất cả lãnh thổ",""
"Customer {0} created successfully","Khách hàng {0} được tạo thành công",""
"Failed to create customer","Không thể tạo khách hàng",""
"Customer Name is required","Tên khách hàng là bắt buộc",""
"Promotion & Coupon Management","Quản lý khuyến mại & Phiếu giảm giá",""
"Manage promotional schemes and coupons","Quản lý các chương trình khuyến mại và phiếu giảm giá",""
"Promotional Schemes","Các chương trình khuyến mại",""
"Coupons","Phiếu giảm giá",""
"Search promotions...","Tìm kiếm khuyến mại...",""
"Active Only","Chỉ hoạt động",""
"Expired Only","Chỉ hết hạn",""
"Not Started","Chưa bắt đầu",""
"Disabled Only","Chỉ bị tắt",""
"Create New Promotion","Tạo khuyến mại mới",""
"Create permission required","Cần quyền tạo",""
"No promotions found","Không tìm thấy khuyến mại",""
"Rule","Quy tắc",""
"Scheme","Chương trình",""
"{0} items","{0} sản phẩm",""
"No expiry","Không có hạn",""
"Select a Promotion","Chọn khuyến mại",""
"Choose a promotion from the list to view and edit, or create a new one to get started","Chọn khuyến mại từ danh sách để xem và chỉnh sửa, hoặc tạo khuyến mại mới để bắt đầu",""
"You don't have permission to create promotions","Bạn không có quyền tạo khuyến mại",""
"Create New Promotion","Tạo khuyến mại mới",""
"Edit Promotion","Sửa khuyến mại",""
"Pricing Rule","Quy tắc định giá",""
"Promotional Scheme","Chương trình khuyến mại",""
"Fill in the details to create a new promotional scheme","Điền thông tin để tạo chương trình khuyến mại mới",""
"View pricing rule details (read-only)","Xem chi tiết quy tắc định giá (chỉ đọc)",""
"Update the promotion details below","Cập nhật chi tiết khuyến mại bên dưới",""
"Read-only: Edit in ERPNext","Chỉ đọc: Chỉnh sửa trong ERPNext",""
"Enable","Bật",""
"Basic Information","Thông tin cơ bản",""
"Promotion Name","Tên khuyến mại",""
"e.g., Summer Sale 2025","ví dụ: Khuyến mại Hè 2025",""
"Valid From","Có giá trị từ",""
"Valid Until","Có giá trị cho đến",""
"Apply On","Áp dụng trên",""
"Specific Items","Các sản phẩm cụ thể",""
"Item Groups","Nhóm sản phẩm",""
"Brands","Thương hiệu",""
"Entire Transaction","Toàn bộ giao dịch",""
"Select {0}","Chọn {0}",""
"Required","Bắt buộc",""
"Search items... (min 2 characters)","Tìm kiếm sản phẩm... (tối thiểu 2 ký tự)",""
"Searching from {0} cached items","Tìm kiếm từ {0} sản phẩm được lưu trong bộ nhớ đệm",""
"-- Select Item Group --","-- Chọn nhóm sản phẩm --",""
"-- Select Brand --","-- Chọn thương hiệu --",""
"Discount Details","Chi tiết giảm giá",""
"Discount Type","Loại giảm giá",""
"Discount (%)","Giảm giá (%)",""
"discount ({0})","giảm giá ({0})",""
"Free Item","Sản phẩm miễn phí",""
"Search item... (min 2 characters)","Tìm kiếm sản phẩm... (tối thiểu 2 ký tự)",""
"Free Quantity","Số lượng miễn phí",""
"Minimum Quantity","Số lượng tối thiểu",""
"Maximum Quantity","Số lượng tối đa",""
"Minimum Amount ({0})","Số tiền tối thiểu ({0})",""
"Maximum Amount ({0})","Số tiền tối đa ({0})",""
"Delete Promotion","Xóa khuyến mại",""
"Are you sure you want to delete <strong>\"{0}\"<strong>?","Bạn có chắc chắn muốn xóa <strong>\"{0}\"<strong>?",""
"This will also delete all associated pricing rules. This action cannot be undone.","Điều này cũng sẽ xóa tất cả các quy tắc định giá liên quan. Hành động này không thể hoàn tác.",""
"Percentage","Phần trăm",""
"Fixed Amount","Số tiền cố định",""
"Failed to load item groups","Không thể tải nhóm sản phẩm",""
"Failed to load brands","Không thể tải thương hiệu",""
"Promotion created successfully","Khuyến mại được tạo thành công",""
"Failed to create promotion","Không thể tạo khuyến mại",""
"Promotion updated successfully","Khuyến mại được cập nhật thành công",""
"Failed to update promotion","Không thể cập nhật khuyến mại",""
"Promotion status updated successfully","Trạng thái khuyến mại được cập nhật thành công",""
"Failed to update promotion status","Không thể cập nhật trạng thái khuyến mại",""
"Promotion deleted successfully","Khuyến mại được xóa thành công",""
"Failed to delete promotion","Không thể xóa khuyến mại",""
"Failed to load promotion details","Không thể tải chi tiết khuyến mại",""
"An error occurred","Đã xảy ra lỗi",""
"Please enter a promotion name","Vui lòng nhập tên khuyến mại",""
"Promotion \"{0}\" already exists. Please use a different name.","Khuyến mại \"{0}\" đã tồn tại. Vui lòng sử dụng tên khác.",""
"Please select at least one {0}","Vui lòng chọn ít nhất một {0}",""
"Partially Paid ({0})","Thanh toán một phần ({0})",""
"Unpaid ({0})","Chưa thanh toán ({0})",""
"Overdue ({0})","Quá hạn ({0})",""
"Outstanding Payments","Thanh toán nổi bật",""
"{0} paid","Đã thanh toán {0}",""
"No Unpaid Invoices","Không có hóa đơn chưa thanh toán",""
"All invoices are fully paid","Tất cả hóa đơn đều được thanh toán đầy đủ",""
"No invoices found","Không tìm thấy hóa đơn",""
"Date & Time","Ngày & Giờ",""
"Paid Amount","Số tiền đã thanh toán",""
"No draft invoices","Không có bản nháp hóa đơn",""
"Save invoices as drafts to continue later","Lưu hóa đơn dưới dạng bản nháp để tiếp tục sau",""
"Customer: {0}","Khách hàng: {0}",""
"Delete draft","Xóa bản nháp",""
"{0} item(s)","{0} sản phẩm",""
"+{0} more","+{0} cái khác",""
"No return invoices","Không có hóa đơn hoàn trả",""
"Return invoices will appear here","Hóa đơn hoàn trả sẽ xuất hiện ở đây",""
"Against: {0}","Lại: {0}",""
"Drafts","Bản nháp",""
"Failed to load unpaid invoices","Không thể tải hóa đơn chưa thanh toán",""
"Select Batch Numbers","Chọn số lô",""
"Select Serial Numbers","Chọn số sê-ri",""
"Select Batch Number","Chọn số lô",""
"Qty: {0}","Số lượng: {0}",""
"Exp: {0}","Hết hạn: {0}",""
"Select Serial Numbers ({0}/{1})","Chọn số sê-ri ({0}/{1})",""
"Warehouse: {0}","Kho: {0}",""
"Or enter serial numbers manually (one per line)","Hoặc nhập số sê-ri thủ công (một trên mỗi dòng)",""
"Enter serial numbers...","Nhập số sê-ri...",""
"Change language: {0}","Thay đổi ngôn ngữ: {0}",""
"<strong>{0}</strong> of <strong>{1}</strong> invoice(s)","<strong>{0}</strong> của <strong>{1}</strong> hóa đơn",""
"Clear all","Xóa tất cả",""
"From Date","Từ ngày",""
"To Date","Đến ngày",""
"Save these filters as...","Lưu các bộ lọc này dưới dạng...",""
"Saved Filters","Bộ lọc đã lưu",""
"Partial","Một phần",""
"Delete \"{0}\"?","Xóa \"{0}\"?",""
"Install POSNext","Cài đặt POSNext",""
"Faster access and offline support","Truy cập nhanh hơn và hỗ trợ ngoại tuyến",""
"Snooze for 7 days","Hoãn 7 ngày",""
"Install","Cài đặt",""
"Close (shows again next session)","Đóng (hiển thị lại phiên tiếp theo)",""
"Searching...","Đang tìm kiếm...",""
"No options available","Không có tùy chọn",""
"Clear selection","Xóa lựa chọn",""
"Load more ({0} remaining)","Tải thêm ({0} còn lại)",""
"Search...","Tìm kiếm...",""
"Search coupons...","Tìm kiếm phiếu giảm giá...",""
"Expired","Hết hạn",""
"Exhausted","Kiệt quệ",""
"All Types","Tất cả loại",""
"POS Next","POS Next",""
"View items","Xem sản phẩm",""
"View cart","Xem giỏ hàng",""
"View cart with {0} items","Xem giỏ hàng với {0} sản phẩm",""
"Hr","g",""
"Min","p",""
"Sec","g",""
"{0} paid of {1}","Đã thanh toán {0} của {1}",""
"Outstanding","Nợ",""
"Sales Persons","Nhân viên bán hàng",""
"Sales Person","Nhân viên bán hàng",""
"1 selected","1 được chọn",""
"Selected:","Đã chọn:",""
"Total: {0}% (should be 100%)","Tổng: {0}% (nên là 100%)",""
"Commission: {0}%","Hoa hồng: {0}%",""
"Search to add sales persons","Tìm kiếm để thêm nhân viên bán hàng",""
"Loading sales persons...","Đang tải nhân viên bán hàng...",""
"No sales persons found","Không tìm thấy nhân viên bán hàng",""
"Additional Discount","Giảm giá bổ sung",""
"% Percent","%",""
"{0} Amount","Số tiền {0}",""
"Select payment method to add","Chọn phương thức thanh toán để thêm",""
"Added","Đã thêm",""
"Quick amounts for {0}","Số tiền nhanh cho {0}",""
"Custom amount","Số tiền tùy chỉnh",""
"Payment Breakdown","Phân tích thanh toán",""
"Apply Credit","Áp dụng tín dụng",""
"Pay on Account","Thanh toán trên tài khoản",""
"Maximum allowed discount is {0}%","Giảm giá tối đa được phép là {0}%",""
"Maximum allowed discount is {0}% ({1} {2})","Giảm giá tối đa được phép là {0}% ({1} {2})",""
"Create new customer","Tạo khách hàng mới",""
"Remove customer","Xóa khách hàng",""
"Search or add customer...","Tìm kiếm hoặc thêm khách hàng...",""
"Search customer in cart","Tìm kiếm khách hàng trong giỏ",""
"Select items to start or choose a quick action","Chọn sản phẩm để bắt đầu hoặc chọn hành động nhanh",""
"View current shift details","Xem chi tiết ca làm việc hiện tại",""
"View draft invoices","Xem bản nháp hóa đơn",""
"View invoice history","Xem lịch sử hóa đơn",""
"Process return invoice","Xử lý hóa đơn hoàn trả",""
"Close current shift","Đóng ca làm việc hiện tại",""
"{0} free item(s) included","Bao gồm {0} sản phẩm miễn phí",""
"+{0} FREE","+{0} MIỄN PHÍ",""
"Remove {0}","Xóa {0}",""
"Remove item","Xóa sản phẩm",""
"Decrease quantity","Giảm số lượng",""
"Increase quantity","Tăng số lượng",""
"Click to change unit","Nhấp để thay đổi đơn vị",""
"Only one unit available","Chỉ có một đơn vị",""
"Total Quantity","Tổng số lượng",""
"Proceed to payment","Tiến hành thanh toán",""
"Hold order as draft","Tạm dừng đơn hàng dưới dạng bản nháp",""
"Hold","Tạm dừng",""
"Offers","Ưu đãi",""
"Coupon","Phiếu giảm giá",""
"Edit Item Details","Sửa chi tiết sản phẩm",""
"Edit item quantity, UOM, warehouse, and discount","Sửa số lượng, đơn vị, kho và giảm giá",""
"Default","Mặc định",""
"Item Discount","Giảm giá sản phẩm",""
"Percentage (%)","Phần trăm (%)",""
"Checking Stock...","Đang kiểm tra hàng...",""
"No Stock Available","Không có hàng",""
"Update Item","Cập nhật sản phẩm",""
"\"{0}\" is not available in warehouse \"{1}\". Please select another warehouse.","\"{0}\" không có ở kho \"{1}\". Vui lòng chọn kho khác.",""
"Only {0} units of \"{1}\" available in \"{2}\". Current quantity: {3}","Chỉ có {0} đơn vị \"{1}\" ở \"{2}\". Số lượng hiện tại: {3}",""
"{0} units available in \"{1}\"","{0} đơn vị có sẵn ở \"{1}\"",""
"Available Offers","Ưu đãi có sẵn",""
"Loading offers...","Đang tải ưu đãi...",""
"Applying offer...","Đang áp dụng ưu đãi...",""
"No offers available","Không có ưu đãi",""
"Add items to your cart to see eligible offers","Thêm sản phẩm vào giỏ để xem các ưu đãi phù hợp",""
"APPLIED","ĐÃ ÁP DỤNG",""
"PRICING RULE","QUY TẮC ĐỊNH GIÁ",""
"PROMO SCHEME","CHƯƠNG TRÌNH KHUYẾN MẠI",""
"{0}% OFF","GIẢM {0}%",""
"{0} OFF","GIẢM {0}",""
"Special Offer","Ưu đãi đặc biệt",""
"+ Free Item","+ Sản phẩm miễn phí",""
"Min Purchase","Mua tối thiểu",""
"Min Quantity","Số lượng tối thiểu",""
"Subtotal (before tax)","Tổng phụ (chưa tính thuế)",""
"Add {0} more to unlock","Thêm {0} nữa để mở khóa",""
"Remove Offer","Xóa ưu đãi",""
"Apply Offer","Áp dụng ưu đãi",""
"Create Return Invoice","Tạo hóa đơn hoàn trả",""
"Select Invoice to Return","Chọn hóa đơn để hoàn trả",""
"Search by invoice number or customer name...","Tìm kiếm theo số hóa đơn hoặc tên khách hàng...",""
"Search by invoice number or customer...","Tìm kiếm theo số hóa đơn hoặc khách hàng...",""
"Process Return","Xử lý hoàn trả",""
"Select Items to Return","Chọn sản phẩm để hoàn trả",""
"⚠️ {0} already returned","⚠️ {0} đã được hoàn trả",""
"Return Qty:","Số lượng hoàn trả:",""
"of {0}","của {0}",""
"No items available for return","Không có sản phẩm để hoàn trả",""
"Refund Payment Methods","Phương thức thanh toán hoàn lại",""
"+ Add Payment","+ Thêm thanh toán",""
"Select method...","Chọn phương thức...",""
"Select payment method...","Chọn phương thức thanh toán...",""
"Total Refund:","Tổng hoàn lại:",""
"Payment Total:","Tổng thanh toán:",""
"⚠️ Payment total must equal refund amount","⚠️ Tổng thanh toán phải bằng số tiền hoàn lại",""
"Return Summary","Tóm tắt hoàn trả",""
"Items to Return:","Sản phẩm để hoàn trả:",""
"Refund Amount:","Số tiền hoàn lại:",""
"Enter reason for return (e.g., defective product, wrong item, customer request)...","Nhập lý do hoàn trả (ví dụ: sản phẩm lỗi, sản phẩm sai, yêu cầu của khách hàng)...",""
"{0} item(s) selected","Đã chọn {0} sản phẩm",""
"Create Return","Tạo hoàn trả",""
"OK","Được rồi",""
"Invoice must be submitted to create a return","Hóa đơn phải được gửi để tạo hoàn trả",""
"Cannot create return against a return invoice","Không thể tạo hoàn trả lại hóa đơn hoàn trả",""
"All items from this invoice have already been returned","Tất cả sản phẩm từ hóa đơn này đã được hoàn trả",""
"Return against {0}","Hoàn trả lại {0}",""
"Failed to create return invoice","Không thể tạo hóa đơn hoàn trả",""
"Failed to load recent invoices","Không thể tải hóa đơn gần đây",""
"{0}: maximum {1}","{0}: tối đa {1}",""
"Adjust return quantities before submitting.\n\n{0}","Điều chỉnh số lượng hoàn trả trước khi gửi.\n\n{0}",""
"{0} Pending Invoice(s)","{0} hóa đơn đang chờ",""
"These invoices will be submitted when you're back online","Những hóa đơn này sẽ được gửi khi bạn trực tuyến trở lại",""
"Sync All","Đồng bộ tất cả",""
"No pending offline invoices","Không có hóa đơn ngoại tuyến đang chờ",""
"Walk-in Customer","Khách hàng đi vào",""
"{0} failed","Thất bại {0}",""
"Payments:","Thanh toán:",""
"Edit Invoice","Sửa hóa đơn",""
"Are you sure you want to delete this offline invoice?","Bạn có chắc chắn muốn xóa hóa đơn ngoại tuyến này?",""
"This action cannot be undone.","Hành động này không thể hoàn tác.",""
"Just now","Vừa xong",""
"{0} minutes ago","Cách đây {0} phút",""
"{0} hours ago","Cách đây {0} giờ",""
"POS Settings","Cài đặt POS",""
"Save Changes","Lưu thay đổi",""
"Loading settings...","Đang tải cài đặt...",""
"Stock Management","Quản lý kho",""
"Configure warehouse and inventory settings","Cấu hình cài đặt kho và tồn kho",""
"Stock Controls","Điều khiển kho",""
"Warehouse Selection","Chọn kho",""
"Loading warehouses...","Đang tải kho...",""
"Active Warehouse","Kho hoạt động",""
"All stock operations will use this warehouse. Stock quantities will refresh after saving.","Tất cả các hoạt động kho sẽ sử dụng kho này. Số lượng kho sẽ làm mới sau khi lưu.",""
"Stock Validation Policy","Chính sách xác thực kho",""
"Allow Negative Stock","Cho phép hàng âm",""
"Enable selling items even when stock reaches zero or below. Integrates with ERPNext stock settings.","Cho phép bán sản phẩm ngay cả khi hàng về 0 hoặc dưới. Tích hợp với cài đặt kho ERPNext.",""
"Background Stock Sync","Đồng bộ kho trong nền",""
"Enable Automatic Stock Sync","Bật đồng bộ kho tự động",""
"Periodically sync stock quantities from server in the background (runs in Web Worker)","Định kỳ đồng bộ số lượng kho từ máy chủ trong nền (chạy trong Web Worker)",""
"Sync Interval (seconds)","Khoảng thời gian đồng bộ (giây)",""
"How often to check server for stock updates (minimum 10 seconds)","Bao thường kiểm tra máy chủ để cập nhật kho (tối thiểu 10 giây)",""
"Warehouse not set","Kho chưa được đặt",""
"Network Usage:","Sử dụng mạng:",""
"~15 KB per sync cycle","~15 KB mỗi chu kỳ đồng bộ",""
"~{0} MB per hour","~{0} MB mỗi giờ",""
"Sales Management","Quản lý bán hàng",""
"Configure pricing, discounts, and sales operations","Cấu hình định giá, giảm giá và các hoạt động bán hàng",""
"Sales Controls","Điều khiển bán hàng",""
"Pricing & Discounts","Định giá & Giảm giá",""
"Tax Inclusive","Bao gồm thuế",""
"When enabled, displayed prices include tax. When disabled, tax is calculated separately. Changes apply immediately to your cart when you save.","Khi bật, giá hiển thị bao gồm thuế. Khi tắt, thuế được tính riêng. Thay đổi được áp dụng ngay vào giỏ khi lưu.",""
"Max Discount (%)","Giảm giá tối đa (%)",""
"Maximum discount per item","Giảm giá tối đa cho mỗi sản phẩm",""
"Use Percentage Discount","Sử dụng giảm giá phần trăm",""
"Show discounts as percentages","Hiển thị giảm giá dưới dạng phần trăm",""
"Allow Additional Discount","Cho phép giảm giá bổ sung",""
"Enable invoice-level discount","Bật giảm giá ở cấp hóa đơn",""
"Allow Item Discount","Cho phép giảm giá sản phẩm",""
"Enable item-level discount in edit dialog","Bật giảm giá ở cấp sản phẩm trong hộp thoại chỉnh sửa",""
"Disable Rounded Total","Tắt tổng làm tròn",""
"Show exact totals without rounding","Hiển thị tổng chính xác mà không làm tròn",""
"Sales Operations","Hoạt động bán hàng",""
"Allow Credit Sale","Cho phép bán chịu",""
"Enable sales on credit","Bật bán hàng chịu",""
"Allow Return","Cho phép hoàn trả",""
"Enable product returns","Bật hoàn trả sản phẩm",""
"Allow Write Off Change","Cho phép xóa tiền thối",""
"Write off small change amounts","Xóa các số tiền thối nhỏ",""
"Allow Partial Payment","Cho phép thanh toán một phần",""
"Enable partial payment for invoices","Bật thanh toán một phần cho hóa đơn",""
"Print without confirmation","In mà không xác nhận",""
"No POS Profile Selected","Không có hồ sơ POS được chọn",""
"Please select a POS Profile to configure settings","Vui lòng chọn hồ sơ POS để cấu hình cài đặt",""
"Failed to load settings","Không thể tải cài đặt",""
"POS Profile not found","Không tìm thấy hồ sơ POS",""
"Settings saved successfully","Cài đặt được lưu thành công",""
"Settings saved, warehouse updated, and tax mode changed. Cart will be recalculated.","Cài đặt được lưu, kho được cập nhật và chế độ thuế được thay đổi. Giỏ sẽ được tính toán lại.",""
"Settings saved and warehouse updated. Reloading stock...","Cài đặt được lưu và kho được cập nhật. Đang tải lại hàng...",""
"Failed to save settings","Không thể lưu cài đặt",""
"{0}s ago","Cách đây {0} giây",""
"{0}m ago","Cách đây {0} phút",""
"Sign in to POS Next","Đăng nhập vào POS Next",""
"Login Failed","Đăng nhập thất bại",""
"Enter your username or email","Nhập tên người dùng hoặc email",""
"User ID / Email","ID người dùng / Email",""
"Enter your password","Nhập mật khẩu",""
"Hide password","Ẩn mật khẩu",""
"Show password","Hiển thị mật khẩu",""
"Signing in...","Đang đăng nhập...",""
"Clear all items","Xóa tất cả sản phẩm",""
"View all available offers","Xem tất cả ưu đãi có sẵn",""
"Apply coupon code","Áp dụng mã phiếu giảm giá",""
"Create New Coupon","Tạo phiếu giảm giá mới",""
"No coupons found","Không tìm thấy phiếu giảm giá",""
"Gift","Quà tặng",""
"Used: {0}/{1}","Đã sử dụng: {0}/{1}",""
"Used: {0}","Đã sử dụng: {0}",""
"Select a Coupon","Chọn phiếu giảm giá",""
"Choose a coupon from the list to view and edit, or create a new one to get started","Chọn phiếu giảm giá từ danh sách để xem và chỉnh sửa, hoặc tạo cái mới để bắt đầu",""
"You don't have permission to create coupons","Bạn không có quyền tạo phiếu giảm giá",""
"Coupon Details","Chi tiết phiếu giảm giá",""
"Fill in the details to create a new coupon","Điền thông tin để tạo phiếu giảm giá mới",""
"View and update coupon information","Xem và cập nhật thông tin phiếu giảm giá",""
"Create","Tạo",""
"Coupon Name","Tên phiếu giảm giá",""
"e.g., Summer Sale Coupon 2025","ví dụ: Phiếu giảm giá Hè 2025",""
"Coupon Type","Loại phiếu giảm giá",""
"Promotional","Khuyến mại",""
"Gift Card","Thẻ quà tặng",""
"Auto-generated if empty","Tự động tạo nếu trống",""
"Generate","Tạo",""
"Customer ID or Name","ID hoặc Tên khách hàng",""
"Company","Công ty",""
"Discount Configuration","Cấu hình giảm giá",""
"Apply Discount On","Áp dụng giảm giá trên",""
"Net Total","Tổng ròng",""
"e.g., 20","ví dụ: 20",""
"Amount in {0}","Số tiền trong {0}",""
"Minimum Cart Amount","Số tiền giỏ tối thiểu",""
"Optional minimum in {0}","Tối thiểu tùy chọn trong {0}",""
"Maximum Discount Amount","Số tiền giảm giá tối đa",""
"Optional cap in {0}","Giới hạn tùy chọn trong {0}",""
"Current Discount:","Giảm giá hiện tại:",""
"{0}% off {1}","Giảm {0}% cho {1}",""
"{0} off {1}","Giảm {0} cho {1}",""
"(Min: {0})","(Tối thiểu: {0})",""
"(Max Discount: {0})","(Giảm giá tối đa: {0})",""
"Validity & Usage","Hạn sử dụng & Cách sử dụng",""
"Unlimited","Không giới hạn",""
"Only One Use Per Customer","Chỉ một lần sử dụng mỗi khách hàng",""
"Coupon Status & Info","Trạng thái & Thông tin phiếu giảm giá",""
"Current Status","Trạng thái hiện tại",""
"Created On","Được tạo vào",""
"Last Modified","Lần sửa đổi cuối",""
"Delete Coupon","Xóa phiếu giảm giá",""
"-- No Campaign --","-- Không có chiến dịch --",""
"Failed to load coupons","Không thể tải phiếu giảm giá",""
"Failed to load coupon details","Không thể tải chi tiết phiếu giảm giá",""
"Coupon created successfully","Phiếu giảm giá được tạo thành công",""
"Failed to create coupon","Không thể tạo phiếu giảm giá",""
"Coupon updated successfully","Phiếu giảm giá được cập nhật thành công",""
"Failed to update coupon","Không thể cập nhật phiếu giảm giá",""
"Coupon status updated successfully","Trạng thái phiếu giảm giá được cập nhật thành công",""
"Failed to toggle coupon status","Không thể bật tắt trạng thái phiếu giảm giá",""
"Coupon deleted successfully","Phiếu giảm giá được xóa thành công",""
"Failed to delete coupon","Không thể xóa phiếu giảm giá",""
"Please enter a coupon name","Vui lòng nhập tên phiếu giảm giá",""
"Please select a discount type","Vui lòng chọn loại giảm giá",""
"Please enter a valid discount percentage (1-100)","Vui lòng nhập tỷ lệ phần trăm giảm giá hợp lệ (1-100)",""
"Please enter a valid discount amount","Vui lòng nhập số tiền giảm giá hợp lệ",""
"Please select a customer for gift card","Vui lòng chọn khách hàng cho thẻ quà tặng",""
"Cannot delete coupon as it has been used {0} times","Không thể xóa phiếu giảm giá vì nó đã được sử dụng {0} lần",""
"Add to Cart","Thêm vào giỏ",""
"Warehouse","Kho",""
"Search products...","Tìm kiếm sản phẩm...",""
"Item Code","Mã sản phẩm",""
"Brand","Thương hiệu",""
"Transaction","Giao dịch",""
"e.g., Summer Sale 2025","ví dụ: Khuyến mại Hè 2025",""
"Pricing Rules","Quy tắc định giá",""
"Promo Schemes","Các chương trình khuyến mại",""
"Return Reason","Lý do hoàn trả",""
"Settings saved. Tax mode is now \"inclusive\". Cart will be recalculated.","Cài đặt đã lưu. Chế độ thuế hiện là \"bao gồm\". Giỏ sẽ được tính toán lại.",""
"Settings saved. Tax mode is now \"exclusive\". Cart will be recalculated.","Cài đặt đã lưu. Chế độ thuế hiện là \"không bao gồm\". Giỏ sẽ được tính toán lại.",""
"This will clear all cached items, customers, and stock data. Invoices and drafts will be preserved.","Điều này sẽ xóa tất cả các sản phẩm, khách hàng và dữ liệu kho được lưu trong bộ nhớ đệm. Hóa đơn và bản nháp sẽ được lưu giữ.",""
"Clear All Data","Xóa tất cả dữ liệu",""
"Clearing...","Đang xóa...",""
"Confirm Clear Cache","Xác nhận xóa bộ nhớ đệm",""
"Manage Invoices","Quản lý hóa đơn",""
"Outstanding","Nổi bật",""
"No Outstanding","Không nổi bật",""
"Pay Outstanding","Thanh toán nổi bật",""
"View Outstanding","Xem nổi bật",""
"Search invoices...","Tìm kiếm hóa đơn...",""
"Invoice Management","Quản lý hóa đơn",""
"All Invoices","Tất cả hóa đơn",""
"Draft","Bản nháp",""
"Return","Hoàn trả",""
"Load More","Tải thêm",""
"No more invoices","Không có thêm hóa đơn",""
"Failed to load invoices","Không thể tải hóa đơn",""
"Apply Filter","Áp dụng bộ lọc",""
"Reset Filter","Đặt lại bộ lọc",""
"Filter by Status","Lọc theo trạng thái",""
"Filter by Date","Lọc theo ngày",""
"Show All","Hiển thị tất cả",""
"Shift Details","Chi tiết ca làm việc",""
"Shift ID","ID ca làm việc",""
"Cashier","Thu ngân",""
"Current Time","Thời gian hiện tại",""
"Cash Sales","Bán hàng bằng tiền mặt",""
"Card Sales","Bán hàng bằng thẻ",""
"Other Sales","Bán hàng khác",""
